Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Heart failure	C0018801	REN	5972	0.4	GeneticVariation		BEFREE	"Ten <span class=""gene"" id=""18279468-0-4-9"">renin</span>-angiotensin system-related gene polymorphisms in maximally treated Canadian Caucasian patients with <span class=""disease"" id=""18279468-0-110-123"">heart failure</span>."	18279468.0	2008.0
Heart failure	C0018801	MECP2	4204	0.01	Biomarker		BEFREE	"These data connect adrenergic activation with a microRNA-<span class=""gene"" id=""26195221-11-57-62"">MeCP2</span> epigenetic pathway that is important for cardiac adaptation during the development and recovery from <span class=""disease"" id=""26195221-11-164-177"">heart failure</span>."	26195221.0	2015.0
Heart failure	C0018801	PPARA	5465	0.06	Biomarker		BEFREE	"Here, we provide additional lines of evidence supporting the pathological involvement of the <span class=""gene"" id=""22333581-6-93-98"">PPARα</span>/Sirt1 complex in <span class=""disease"" id=""22333581-6-116-129"">heart failure</span>."	22333581.0	2013.0
Heart failure	C0018801	ERBIN	55914	0.02	Biomarker		BEFREE	"We have recently demonstrated that <span class=""gene"" id=""26025865-5-35-40"">Erbin</span> is decreased in human <span class=""disease"" id=""26025865-5-63-76"">heart failure</span> and plays a role as a negative modulator of pathological cardiac hypertrophy."	26025865.0	2016.0
Heart failure	C0018801	GAB1	2549	0.01	GeneticVariation		BEFREE	"Under transverse aorta constriction (TAC), <span class=""gene"" id=""26517531-6-43-47"">Gab1</span>-cKO mice rapidly developed decompensated DCM and <span class=""disease"" id=""26517531-6-97-110"">heart failure</span>, whereas Gab1 wild-type littermates exhibited adaptive left ventricular hypertrophy without changes in cardiac function."	26517531.0	2016.0
Heart failure	C0018801	FRZB	2487	0.01	Biomarker		BEFREE	"The cardiokine <span class=""gene"" id=""24330105-0-15-50"">secreted Frizzled-related protein 3</span>, a modulator of Wnt signalling, in clinical and experimental <span class=""disease"" id=""24330105-0-112-125"">heart failure</span>."	24330105.0	2014.0
Heart failure	C0018801	ISYNA1	51477	0.02	AlteredExpression		BEFREE	"Increased mineralocorticoid activity accounts for increased NO production, <span class=""gene"" id=""24486397-8-75-79"">iNOS</span> gene and protein expression but does not explain the increased basal reactive oxygen species production and decreased markers of alternative activation in “<span class=""disease"" id=""24486397-8-236-249"">heart failure</span>” macrophages."	24486397.0	2014.0
Heart failure	C0018801	HGF	3082	0.02	Biomarker		BEFREE	"Myocardial regeneration therapy for <span class=""disease"" id=""12034665-0-36-49"">heart failure</span>: <span class=""gene"" id=""12034665-0-51-75"">hepatocyte growth factor</span> enhances the effect of cellular cardiomyoplasty."	12034665.0	2002.0
Heart failure	C0018801	RYR2	6262	0.3	Biomarker		RGD	"Our results also suggest that phosphorylation of <span class=""gene"" id=""16483256-11-49-53"">RyR2</span> at Ser-2030 may be an important event associated with altered Ca2+ handling and cardiac arrhythmia that is commonly observed in <span class=""disease"" id=""16483256-11-182-195"">heart failure</span> upon beta-adrenergic stimulation."	16483256.0	2006.0
Heart failure	C0018801	CRP	1401	0.38	AlteredExpression		BEFREE	"After adjusting for traditional risk factors, high-sensitivity <span class=""gene"" id=""23861484-7-63-81"">C-reactive protein</span>, N-terminal pro-B-type natriuretic peptide, and high-sensitivity cardiac troponin T, higher levels of Cp were associated with <span class=""disease"" id=""23861484-7-208-210"">HF</span> (hazard ratio, 1.44; 95% confidence interval, 1.13-1.83) and mortality (hazard ratio, 1.38; 95% confidence interval, 1.11-1.63)."	23861484.0	2013.0
Heart failure	C0018801	EDNRA	1909	0.34	AlteredExpression		BEFREE	"Deloading of the left ventricle by ventricular assist device normalizes increased expression of endothelin <span class=""gene"" id=""11082385-0-107-111"">ET(A</span>) receptors but not endothelin-converting enzyme-1 in patients with end-stage <span class=""disease"" id=""11082385-0-189-202"">heart failure</span>."	11082385.0	2000.0
Heart failure	C0018801	NPPB	4879	0.6	Biomarker		CTD_human	Use of natriuretic peptides for detecting cardiac dysfunction in long-term disease-free breast cancer survivors.	16101196.0	2005.0
Heart failure	C0018801	NPPB	4879	0.6	GeneticVariation		BEFREE	"Common genetic variants reported to be associated with <span class=""gene"" id=""23315043-7-55-58"">BNP</span> levels were <span class=""negexp"">not associated</span> with a relevant risk of <span class=""disease"" id=""23315043-7-110-123"">heart failure</span> in our population-based cohort."	23315043.0	2013.0
Heart failure	C0018801	MIR665	100126315	0.01	AlteredExpression		BEFREE	"Four cardiac fibroblast-derived miRNAs (miR-660-3p, <span class=""gene"" id=""26683101-9-52-59"">miR-665</span>, miR-1285-3p and miR-4491) were found significantly upregulated in heart and plasma during <span class=""disease"" id=""26683101-9-151-164"">heart failure</span>."	26683101.0	2016.0
Heart failure	C0018801	CAD	790	0.03	Biomarker		BEFREE	"In addition, differences in the allelic and the genotypic frequencies of homozygous genotypes were found between the HF patients free from evidence of coronary significant lesions and patients with at least one hemodynamically significant coronary lesion, both <span class=""disease"" id=""23527722-9-261-263"">HF</span> and <span class=""gene"" id=""23527722-9-268-271"">CAD</span>."	23527722.0	2013.0
Heart failure	C0018801	IL6	3569	0.6	Biomarker		RGD	Role of inflammatory cytokines and chemoattractants in the rat model of streptozotocin-induced diabetic heart failure.	18999900.0	2008.0
Heart failure	C0018801	ADRB1	153	0.6	GeneticVariation		BEFREE	"The authors' laboratory has thus pursued genetic variation of the <span class=""gene"" id=""19945058-2-66-76"">beta(1)-AR</span> gene at the molecular, cellular, physiologic, and clinical levels as the potential basis for interindividual variability in the response to beta-blocker treatment during <span class=""disease"" id=""19945058-2-247-260"">heart failure</span>."	19945058.0	2010.0
Heart failure	C0018801	DNAH8	1769	0.1	GeneticVariation		BEFREE	"Recently, there has been significant progress towards clinical translation in this field spearheaded by AAV-1 mediated sarcoplasmic reticulum Ca2+ ATPase (<span class=""gene"" id=""25977191-4-155-162"">SERCA2a</span>) gene therapy targeting chronic advanced <span class=""disease"" id=""25977191-4-204-217"">heart failure</span> patients."	25977191.0	2016.0
Heart failure	C0018801	PIK3CA	5290	0.04	Biomarker		BEFREE	"This study suggests that targeting the cardiac IGF1R-<span class=""gene"" id=""14597618-9-53-57"">PI3K</span>(<span class=""gene"" id=""14597618-9-58-67"">p110alpha</span>) pathway could be a potential therapeutic strategy for the treatment of <span class=""disease"" id=""14597618-9-140-153"">heart failure</span>."	14597618.0	2004.0
Heart failure	C0018801	EPHA3	2042	0.01	Biomarker		BEFREE	"VPS4a was increased in the circulation of end-stage <span class=""disease"" id=""25033200-7-52-54"">HF</span> patients (p&lt;0.001), and led to a decrease in the number of <span class=""gene"" id=""25033200-7-114-117"">HEK</span> 293T cells in vitro (p&lt;0.001)."	25033200.0	2015.0
Heart failure	C0018801	HOPX	84525	0.02	AlteredExpression		BEFREE	"<span class=""gene"" id=""21382376-0-0-24"">Homeodomain only protein</span> x is down-regulated in human <span class=""disease"" id=""21382376-0-54-67"">heart failure</span>."	21382376.0	2011.0
Heart failure	C0018801	CX3CL1	6376	0.01	Biomarker		BEFREE	"Cytokine expression profiling of the myocardium reveals a role for <span class=""gene"" id=""18585734-0-67-73"">CX3CL1</span> (fractalkine) in <span class=""disease"" id=""18585734-0-91-104"">heart failure</span>."	18585734.0	2008.0
Heart failure	C0018801	FOXC1	2296	0.01	Biomarker		BEFREE	"Moreover, these data implicate specific members of the FOX family of TFs (<span class=""gene"" id=""16952980-9-74-79"">FOXC1</span>, C2, P1, P4, and O1A) <span class=""negexp"">not previously suggested in</span> <span class=""disease"" id=""16952980-9-130-143"">heart failure</span> pathogenesis."	16952980.0	2006.0
Heart failure	C0018801	EDN1	1906	0.6	Biomarker		LHGDN	TGF-beta1/bFGF and ET-1 have different roles in graft fibrosis in heart failure patients	16095497.0	2005.0
Heart failure	C0018801	TIMP4	7079	0.2	Biomarker		RGD	MMP/TIMP expression in spontaneously hypertensive heart failure rats: the effect of ACE- and MMP-inhibition.	10773234.0	2000.0
Heart failure	C0018801	NPPB	4879	0.6	Biomarker		CTD_human	The effects of atorvastatin (10 mg) on systemic inflammation in heart failure.	16360360.0	2006.0
Heart failure	C0018801	RAC1	5879	0.5	Biomarker		CTD_human	"The majority of these mice displayed severe hypertrophy (heart-to-body weight ratios &gt;2-fold greater in the <span class=""gene"" id=""16155095-3-108-112"">Rac1</span> mice) and died from overt <span class=""disease"" id=""16155095-3-139-152"">heart failure</span> between days 14 and 17."	16155095.0	2006.0
Heart failure	C0018801	TTN	7273	0.09	PosttranslationalModification		BEFREE	"Failing human hearts revealed a deficit for basal <span class=""gene"" id=""19023132-13-50-55"">titin</span> phosphorylation compared to donor hearts, which may contribute to diastolic dysfunction in <span class=""disease"" id=""19023132-13-147-160"">heart failure</span>."	19023132.0	2009.0
Heart failure	C0018801	PPARA	5465	0.06	GeneticVariation		BEFREE	"<span class=""gene"" id=""18998207-0-0-4"">PPAR</span> transcriptional activator complex polymorphisms and the promise of individualized therapy for <span class=""disease"" id=""18998207-0-99-112"">heart failure</span>."	18998207.0	2010.0
Heart failure	C0018801	ADM	133	0.24	Biomarker		LHGDN	REVIEW: Cardiac <span class=gene id=15974887>adrenomedullin</span>: its role in cardiac hypertrophy and <span class=disease id=15974887>heart failure</span>	15974887.0	2005.0
Heart failure	C0018801	PPARGC1A	10891	0.55	AlteredExpression		BEFREE	"Taken together, these findings suggest that the mitochondrial degeneration engaged in the skeletal muscle atrophy and the <span class=""disease"" id=""22912857-12-122-135"">heart failure</span> in the NF90 Tg mice may be caused by NF90-induced posttranscriptional repression of transcription factors such as <span class=""gene"" id=""22912857-12-250-255"">PGC-1</span> and NRF-1 for regulating nuclear-encoded genes relevant to mitochondrial function."	22912857.0	2013.0
Heart failure	C0018801	CRP	1401	0.38	GeneticVariation		BEFREE	"We collected conventional (blood pressure, cholesterol, adiposity), lifestyle, and novel (C-reactive protein, <span class=""gene"" id=""19587606-3-110-113"">CRP</span>) risk factors at baseline in participants from the Scottish Health Surveys (n = 5946, 44.5% men, aged 53.6 +/- 12.4 years), who were followed up over an average of 7.1 years for cardiovascular disease (CVD) events (a composite of fatal and nonfatal events incorporating acute myocardial infarction, coronary artery bypass surgery, percutaneous coronary angioplasty, stroke, <span class=""disease"" id=""19587606-3-488-501"">heart failure</span>)."	19587606.0	2010.0
Heart failure	C0018801	ID2	3398	0.01	GeneticVariation		BEFREE	"The efficacy of pravastatin in reducing the risk of primary outcome (all-cause mortality) and secondary outcomes (fatal CHD and nonfatal myocardial infarction, cardiovascular disease [CVD] mortality, CHD, stroke, other CVD, non-CVD mortality, stroke, and <span class=""disease"" id=""17174637-4-255-268"">heart failure</span>) was compared between the genotype strata (dominant model <span class=""gene"" id=""17174637-4-327-334"">ID + II</span> vs DD, additive model II vs ID vs DD), by examining an interaction term in a Cox proportional hazards model."	17174637.0	2007.0
Heart failure	C0018801	TAZ	6901	0.12	Biomarker		HPO			
Heart failure	C0018801	HIF1A	3091	0.57	Biomarker		BEFREE	"Our findings show a crucial role of LRP1/Pyk2/<span class=""gene"" id=""25968337-9-46-52"">HIF-1α</span> in hypoxia-induced cardiomyocyte SERCA2 downregulation, a pathophysiological process closely associated with <span class=""disease"" id=""25968337-9-162-175"">heart failure</span>."	25968337.0	2016.0
Heart failure	C0018801	ACE	1636	0.6	GeneticVariation		LHGDN	Effects of spironolactone treatment on left ventricular systolic function and remodeling may in part depend on <span class=gene id=15121491>ACE</span> genotype in patients with chronic <span class=disease id=15121491>heart failure</span>.	15121491.0	2004.0
Heart failure	C0018801	PGK1	5230	0.01	Biomarker		BEFREE	"The most stable reference genes were Rpl32, Gapdh and Polr2a in mouse post-infarction heart failure, Polr2a, Rpl32 and Tbp in rat post-infarction <span class=""disease"" id=""20331858-7-146-159"">heart failure</span> and Rpl32 and <span class=""gene"" id=""20331858-7-174-178"">Pgk1</span> in human <span class=""disease"" id=""20331858-7-188-201"">heart failure</span> (ischemic disease and cardiomyopathy)."	20331858.0	2010.0
Heart failure	C0018801	LCN2	3934	0.04	Biomarker		BEFREE	"We studied the association between 12 circulating miRNAs and Worsening Renal Function (WRF; defined as an increase in the serum creatinine level of 0.3mg per deciliter or more from admission to day 3), absolute change in creatinine and <span class=""gene"" id=""26569364-3-236-278"">Neutrophil Gelatinase Associated Lipocalin</span> (<span class=""gene"" id=""26569364-3-280-284"">NGAL</span>) from admission to day 3 in 98 patients hospitalized for acute <span class=""disease"" id=""26569364-3-348-350"">HF</span>."	26569364.0	2016.0
Heart failure	C0018801	F2RL1	2150	0.01	Biomarker		BEFREE	"<span class=""gene"" id=""24312345-0-0-29"">Protease activated receptor-2</span> contributes to <span class=""disease"" id=""24312345-0-45-58"">heart failure</span>."	24312345.0	2014.0
Heart failure	C0018801	SOD2	6648	0.51	Biomarker		CTD_human	Myocardial subproteomic analysis of a constitutively active Rac1-expressing transgenic mouse with lethal myocardial hypertrophy.	16155095.0	2006.0
Heart failure	C0018801	MAP2K7	5609	0.3	Biomarker		CTD_human	"Deprivation of <span class=""gene"" id=""21284947-0-15-19"">MKK7</span> in cardiomyocytes provokes <span class=""disease"" id=""21284947-0-47-60"">heart failure</span> in mice when exposed to pressure overload."	21284947.0	2011.0
